0;0;0;0;sea;false;ocean;0
815;248;233;1;land;false;marsh;2
816;79;106;103;land;false;plains;7
817;25;85;156;land;true;jungle;6
818;117;213;108;land;false;jungle;4
819;197;246;204;land;true;desert;4
820;13;32;218;land;false;forest;2
821;16;254;245;land;true;jungle;4
822;68;102;110;land;false;forest;2
823;155;79;133;land;false;forest;2
824;138;30;196;land;false;desert;3
825;164;213;52;land;true;plains;6
826;195;226;118;land;false;forest;2
827;108;150;35;land;true;plains;3
828;241;225;163;land;true;forest;2
829;27;200;15;land;false;forest;2
830;248;197;48;land;false;desert;4
831;130;116;164;land;true;plains;2
832;93;203;228;land;false;forest;2
833;118;47;29;land;true;forest;4
834;67;85;45;land;false;desert;4
835;32;161;188;land;false;forest;2
836;56;56;199;land;false;forest;2
837;92;173;188;land;true;desert;3
838;199;156;165;land;false;desert;3
839;52;116;14;land;false;forest;2
840;18;214;167;land;true;forest;2
841;218;118;58;land;false;plains;7
842;66;146;250;land;false;jungle;4
843;141;163;241;land;false;forest;2
844;29;17;220;land;false;forest;2
845;134;40;246;land;true;plains;3
846;183;64;91;land;false;plains;2
847;133;206;217;land;false;jungle;4
848;85;72;31;land;false;forest;2
849;252;95;224;land;false;forest;2
850;201;22;97;land;false;plains;6
851;251;195;121;land;false;forest;2
852;90;180;209;land;false;plains;8
853;9;124;42;land;true;forest;5
854;115;157;187;land;false;forest;2
855;72;197;158;land;false;forest;2
856;195;77;75;land;true;forest;2
857;166;171;244;land;false;desert;3
858;188;72;255;land;false;forest;2
859;124;2;169;land;false;plains;8
860;159;187;187;land;false;forest;2
861;177;172;87;land;true;plains;3
862;69;94;58;land;true;plains;7
863;83;212;207;land;false;desert;3
864;245;223;233;land;false;forest;2
865;73;59;216;land;false;plains;8
866;20;107;127;land;true;forest;5
867;254;233;251;land;false;plains;7
868;19;16;126;land;true;plains;6
869;173;213;193;land;false;plains;7
870;24;235;77;land;true;plains;3
871;128;34;183;land;false;forest;7
872;37;6;22;land;false;forest;2
873;112;217;225;land;false;forest;2
874;114;248;74;land;false;plains;7
875;94;163;199;land;false;forest;2
876;243;240;94;land;false;forest;2
877;16;243;76;land;false;desert;3
878;231;178;180;land;false;forest;2
879;93;60;39;land;false;forest;2
880;224;133;104;land;false;plains;7
881;168;199;74;land;false;desert;4
882;32;77;220;land;true;forest;5
883;67;168;205;land;true;mountain;7
884;193;129;239;land;true;forest;4
885;173;158;147;land;false;forest;2
886;116;115;251;land;false;forest;7
887;243;179;71;land;true;desert;3
888;113;118;241;land;false;mountain;2
889;59;216;29;land;false;forest;2
890;180;60;252;land;false;desert;4
891;225;1;134;land;false;forest;2
892;21;111;145;land;false;desert;3
893;206;225;99;land;false;desert;3
894;51;37;197;land;false;forest;4
895;48;172;94;land;true;jungle;5
896;218;176;243;land;false;forest;2
897;187;229;109;land;false;desert;4
898;184;51;192;land;false;forest;7
899;94;106;176;land;false;forest;2
900;44;148;111;land;false;forest;7
901;83;216;133;land;true;forest;4
902;78;9;156;land;false;forest;4
903;4;212;68;land;false;plains;8
904;100;41;105;land;false;mountain;2
905;4;140;45;land;false;forest;4
906;207;99;75;land;false;forest;2
907;209;107;37;land;true;plains;2
908;187;160;214;land;true;forest;2
909;71;50;191;land;false;forest;2
910;148;185;133;land;true;desert;3
911;113;23;218;land;false;jungle;4
912;29;171;170;land;false;desert;4
913;2;138;79;land;false;marsh;2
914;140;243;128;land;false;forest;2
915;41;20;186;land;false;forest;2
916;251;29;133;land;false;marsh;2
917;64;211;143;land;true;jungle;4
918;45;163;71;land;false;desert;3
919;151;113;237;land;true;jungle;6
920;169;96;116;land;false;forest;2
921;148;144;144;land;false;desert;3
922;118;179;157;land;false;plains;7
923;223;94;162;land;false;desert;3
924;18;202;180;land;true;plains;3
925;75;121;55;land;false;plains;8
926;219;23;202;land;true;forest;2
927;59;100;226;land;true;forest;2
928;134;158;192;land;false;forest;2
929;255;22;181;land;false;forest;2
930;4;34;77;land;true;plains;2
931;254;233;151;land;false;forest;2
932;85;34;125;land;true;plains;6
933;46;164;206;land;true;forest;5
934;194;170;182;land;true;plains;6
935;21;67;21;land;false;plains;7
936;173;10;8;land;true;forest;6
937;37;107;193;land;true;desert;3
938;126;64;247;land;false;forest;2
939;106;202;17;land;false;forest;2
940;185;148;26;land;false;plains;7
941;46;235;160;land;false;jungle;4
942;184;192;123;land;true;forest;4
943;9;51;231;land;false;forest;2
944;230;118;36;land;false;forest;2
945;205;144;210;land;true;jungle;4
946;169;120;102;land;false;plains;7
947;66;7;75;land;true;plains;2
948;166;246;118;land;false;forest;2
949;157;13;254;land;false;desert;3
950;110;60;33;land;true;forest;7
951;76;178;60;land;true;plains;8
952;208;133;157;land;true;forest;2
953;4;211;191;land;false;forest;7
954;79;11;181;land;false;mountain;2
955;235;118;195;land;false;plains;3
956;79;238;205;land;true;plains;6
957;151;90;137;land;false;forest;2
958;160;24;139;land;false;forest;2
959;223;222;136;land;false;desert;3
960;188;54;59;land;false;forest;2
961;229;59;126;land;false;forest;2
962;35;183;124;land;true;forest;4
963;202;132;94;land;false;forest;2
964;113;114;201;land;false;forest;2
965;135;52;74;land;true;plains;7
966;149;96;103;land;false;plains;6
967;79;190;130;land;true;forest;7
968;233;35;170;land;false;forest;2
969;61;117;197;land;true;forest;2
970;24;174;101;land;false;jungle;4
971;205;0;57;land;false;forest;2
972;88;147;13;land;false;forest;2
973;92;23;235;land;false;forest;2
974;166;218;190;land;false;forest;2
975;125;63;233;land;false;plains;7
976;115;48;89;land;false;desert;3
977;245;230;73;land;false;forest;7
978;160;243;37;land;false;desert;3
979;157;4;123;land;false;desert;4
980;36;126;77;land;false;desert;3
981;158;51;11;land;true;forest;7
982;21;161;52;land;false;plains;8
983;11;25;251;land;false;forest;2
984;186;88;226;land;false;desert;4
985;234;106;28;land;false;plains;3
986;193;251;143;land;false;plains;6
987;153;139;211;land;false;plains;7
988;90;47;235;land;false;plains;7
989;114;201;171;land;true;forest;2
990;106;140;251;land;false;jungle;4
991;18;200;186;land;false;forest;4
992;100;24;209;land;true;forest;2
993;113;125;210;land;false;forest;2
994;201;214;109;land;false;plains;7
995;251;21;43;land;false;desert;3
996;57;131;135;land;true;forest;5
997;167;213;57;land;false;forest;7
998;10;140;158;land;false;forest;2
999;112;131;42;land;true;forest;2
1000;220;242;126;land;true;forest;2
1001;240;68;202;land;false;forest;2
1002;45;42;142;land;false;forest;2
1003;173;225;189;land;false;forest;2
1004;46;50;79;land;false;forest;2
1005;118;217;210;land;false;forest;2
1006;126;176;115;land;false;forest;2
1007;94;173;220;land;false;forest;2
1008;134;103;197;land;false;mountain;2
1009;47;37;213;land;false;desert;3
1010;48;210;147;land;false;plains;7
1011;207;127;22;land;false;jungle;4
1012;200;57;22;land;false;jungle;6
1013;113;194;226;land;true;forest;2
1014;84;161;74;land;true;forest;2
1015;216;24;105;land;false;forest;2
1016;4;207;69;land;true;plains;8
1017;29;220;209;land;false;plains;6
1018;169;12;19;land;false;forest;2
1019;136;55;157;land;false;forest;4
1020;137;106;34;land;false;forest;2
1021;255;140;9;land;true;plains;3
1022;36;102;207;land;false;mountain;2
1023;161;115;135;land;false;desert;3
1024;240;249;126;land;true;desert;3
1025;125;23;115;land;false;forest;7
1026;173;76;206;land;false;plains;7
1027;236;195;188;land;false;desert;4
1028;157;62;76;land;false;forest;2
1029;120;59;10;land;true;plains;2
1030;26;17;47;land;true;forest;2
1031;151;171;142;land;false;plains;7
1032;239;20;50;land;false;desert;4
1033;216;250;140;land;false;forest;2
1034;44;10;166;land;true;desert;3
1035;235;32;92;land;true;desert;3
1036;223;149;96;land;false;forest;7
1037;111;108;51;land;false;forest;4
1038;150;207;9;land;true;forest;7
1039;159;211;99;land;false;plains;7
1040;183;166;220;land;false;marsh;2
1041;33;243;233;land;false;plains;7
1042;203;56;188;land;false;plains;7
1043;20;161;217;land;false;desert;3
1044;251;253;142;land;false;forest;2
1045;171;120;47;land;true;desert;3
1046;43;170;143;land;true;forest;4
1047;218;20;180;land;false;plains;7
1048;83;223;210;land;false;plains;7
1049;204;246;145;land;true;forest;4
1050;76;245;168;land;false;marsh;2
1051;13;88;245;land;false;desert;3
1052;172;226;233;land;false;jungle;4
1053;212;23;217;land;false;forest;2
1054;236;48;71;land;false;desert;2
1055;14;93;243;land;true;forest;2
1056;233;162;230;land;true;forest;7
1057;91;171;219;land;false;marsh;2
1058;253;211;40;land;true;forest;4
1059;63;28;219;land;false;forest;7
1060;108;92;89;land;false;forest;2
1061;192;232;217;land;true;plains;3
1062;148;167;84;land;true;desert;4
1063;162;212;162;land;false;mountain;2
1064;23;109;224;land;false;marsh;2
1065;113;46;185;land;false;forest;2
1066;114;26;222;land;false;forest;2
1067;162;61;204;land;false;forest;2
1068;117;34;232;land;true;plains;2
1069;204;42;194;land;true;plains;7
1070;88;5;25;land;false;forest;2
1071;37;91;168;land;false;plains;7
1072;166;110;245;land;false;plains;7
1073;201;127;193;land;false;forest;2
1074;156;216;82;land;true;forest;2
1075;214;75;219;land;false;forest;2
1076;60;93;89;land;true;plains;3
1077;70;93;71;land;false;desert;3
1078;151;171;62;land;true;plains;6
1079;81;48;116;land;false;forest;2
1080;239;9;58;land;true;plains;6
1081;116;178;230;land;false;plains;3
1082;75;255;248;land;true;plains;8
1083;120;87;146;land;false;desert;3
1084;121;52;149;land;false;forest;2
1085;214;71;102;land;false;forest;2
1086;5;152;9;land;false;plains;3
1087;209;219;140;land;true;jungle;4
1088;151;136;238;land;false;plains;8
1089;200;63;145;land;true;forest;2
1090;38;67;9;land;true;forest;2
1091;248;141;143;land;false;desert;4
1092;34;94;230;land;false;forest;2
1093;100;118;23;land;false;jungle;4
1094;245;213;7;land;true;plains;8
1095;76;88;59;land;false;forest;2
1096;51;254;146;land;true;forest;2
1097;12;254;10;land;false;plains;8
1098;107;202;136;land;false;desert;2
1099;240;128;52;land;false;forest;7
1100;60;122;38;land;false;forest;2
1101;120;62;72;land;false;forest;2
1102;123;219;163;land;false;forest;2
1103;78;109;40;land;true;jungle;6
1104;92;245;108;land;true;forest;6
1105;148;53;41;land;true;plains;2
1106;119;94;164;land;true;plains;8
1107;250;36;208;land;false;forest;2
1108;85;169;182;land;false;forest;2
1109;97;150;228;land;true;plains;8
1110;200;154;169;land;false;plains;8
1111;88;87;116;land;false;marsh;2
1112;254;10;143;land;false;forest;4
1113;160;69;227;land;false;forest;2
1114;16;251;213;land;false;forest;2
1115;20;20;112;land;true;forest;4
1116;203;52;88;land;false;forest;2
1117;45;200;189;land;false;plains;7
1118;21;28;201;land;false;forest;2
1119;212;175;180;land;false;plains;2
1120;236;180;87;land;false;desert;2
1121;157;210;126;land;true;forest;2
1122;70;210;196;land;true;plains;6
1123;239;140;75;land;false;plains;7
1124;163;139;15;land;false;plains;7
1125;149;89;32;land;false;plains;7
1126;124;118;156;land;true;desert;3
1127;251;64;222;land;true;jungle;6
1128;200;77;73;land;true;plains;2
1129;206;8;227;land;false;desert;3
1130;171;87;72;land;false;forest;2
1131;60;167;92;land;false;desert;4
1132;249;133;171;land;false;jungle;4
1133;158;18;197;land;false;plains;8
1134;125;76;198;land;true;desert;4
1135;32;42;198;land;false;plains;7
1136;100;231;61;land;false;forest;2
1137;240;21;48;land;false;forest;2
1138;112;95;248;land;false;forest;2
1139;1;130;78;land;false;forest;2
1140;101;99;254;land;true;plains;7
1141;21;213;46;land;false;plains;7
1142;240;163;0;land;false;forest;2
1143;155;140;26;land;false;desert;3
1144;137;11;21;land;false;plains;7
1145;56;72;125;land;true;plains;7
1146;41;6;226;land;false;forest;2
1147;7;155;185;land;false;plains;6
1148;197;79;150;land;false;jungle;4
1149;92;245;137;land;true;forest;2
1150;146;113;224;land;false;plains;7
1151;240;149;30;land;true;forest;7
1152;139;239;127;land;false;forest;2
1153;208;171;164;land;true;plains;3
1154;138;215;108;land;false;jungle;4
1155;244;3;83;land;false;jungle;4
1156;153;195;213;land;true;forest;2
1157;54;114;99;land;false;plains;7
1158;121;207;89;land;false;forest;2
1159;186;100;68;land;false;plains;6
1160;180;214;227;land;true;forest;2
1161;190;4;162;land;true;forest;4
1162;206;14;117;land;false;desert;4
1163;93;95;33;land;true;forest;7
1164;132;233;139;land;false;marsh;2
1165;88;102;179;land;true;forest;2
1166;68;196;163;land;false;marsh;2
1167;85;20;81;land;true;forest;5
1168;117;30;161;land;false;forest;2
1169;42;124;215;land;false;forest;2
1170;244;60;160;land;false;forest;2
1171;175;93;238;land;true;plains;6
1172;180;72;178;land;false;desert;3
1173;225;212;184;land;false;marsh;2
1174;84;165;168;land;false;forest;2
1175;231;80;94;land;false;forest;2
1176;105;15;133;land;false;marsh;2
1177;133;244;178;land;false;forest;2
1178;139;90;209;land;false;jungle;4
1179;92;54;84;land;false;forest;2
1180;201;1;47;land;true;jungle;4
1181;74;200;247;land;true;plains;2
1182;133;102;67;land;false;desert;4
1183;78;175;184;land;false;forest;2
1184;11;213;109;land;false;forest;2
1185;139;177;100;land;false;marsh;2
1186;217;196;99;land;true;desert;3
1187;95;219;214;land;false;marsh;2
1188;128;239;61;land;false;plains;7
1189;92;22;101;land;true;forest;6
1190;112;188;6;land;false;forest;7
1191;31;223;227;land;false;forest;2
1192;219;39;118;land;true;plains;7
1193;216;100;175;land;true;plains;8
1194;72;17;192;land;true;jungle;4
1195;136;224;122;land;false;forest;2
1196;94;184;157;land;false;forest;2
1197;136;217;67;land;true;plains;6
1198;5;21;51;land;false;desert;3
1199;158;239;147;land;false;plains;8
1200;4;136;53;land;true;desert;4
1201;26;131;221;land;true;plains;7
1202;93;195;82;land;true;plains;7
1203;23;184;218;land;false;plains;6
1204;222;17;63;land;false;forest;2
1205;135;72;247;land;true;plains;6
1206;211;65;236;land;true;forest;5
1207;43;110;171;land;false;jungle;6
1208;222;234;210;land;true;plains;7
1209;137;26;150;land;false;jungle;4
1210;2;127;11;land;true;desert;4
1211;215;9;179;land;true;plains;7
1212;202;223;96;land;false;plains;8
1213;106;145;211;land;false;plains;3
1214;229;71;57;land;true;forest;2
1215;93;68;201;land;false;jungle;4
1216;183;145;50;land;false;plains;7
1217;246;112;96;land;true;plains;6
1218;138;45;142;land;false;jungle;4
1219;66;56;146;land;true;jungle;6
1220;93;181;182;land;false;forest;2
1221;231;230;199;land;false;desert;3
1222;35;20;150;land;true;plains;6
1223;224;177;116;land;false;plains;7
1224;159;101;183;land;false;forest;2
1225;91;19;63;land;false;plains;7
1226;77;127;51;land;true;desert;4
1227;13;247;127;land;true;desert;3
1228;80;202;211;land;false;forest;2
1229;213;121;177;land;true;forest;7
1230;141;146;96;land;true;jungle;6
1231;181;236;142;land;true;jungle;4
1232;51;113;194;land;false;desert;3
1233;209;167;12;land;false;mountain;2
1234;80;156;160;land;false;plains;2
1235;169;58;241;land;false;forest;4
1236;158;253;253;land;true;plains;2
1237;203;103;22;land;false;plains;7
1238;27;114;158;land;false;forest;2
1239;91;40;42;land;true;plains;3
1240;63;16;147;land;false;forest;2
1241;126;218;9;land;false;forest;7
1242;170;253;42;land;true;plains;7
1243;62;17;109;land;false;desert;4
1244;237;44;73;land;true;plains;7
1245;23;242;47;land;false;jungle;4
1246;172;38;190;land;true;plains;2
1247;1;0;232;land;true;plains;2
1248;139;248;220;land;true;desert;4
1249;110;162;249;land;true;forest;5
1250;30;152;242;land;true;jungle;6
1251;240;237;202;land;false;jungle;4
1252;239;73;67;land;true;plains;2
1253;254;93;161;land;true;forest;6
1254;71;8;70;land;false;mountain;3
1255;54;135;130;land;false;jungle;4
1256;122;79;74;land;true;forest;2
1257;110;24;132;land;false;forest;2
1258;62;9;52;land;false;plains;8
1259;250;145;24;land;false;plains;7
1260;235;202;212;land;true;forest;7
1261;207;51;140;land;false;forest;2
1262;168;32;170;land;false;forest;2
1263;206;122;177;land;false;forest;2
1264;166;48;225;land;true;desert;3
1265;244;94;150;land;false;plains;7
1266;186;66;14;land;false;plains;6
1267;172;119;223;land;false;plains;8
1268;81;131;86;land;false;plains;7
1269;28;94;213;land;true;plains;8
1270;186;101;164;land;false;jungle;4
1271;37;58;186;land;true;plains;2
1272;168;73;186;land;false;desert;3
1273;82;134;29;land;false;desert;3
1274;240;241;26;land;true;forest;5
1275;255;171;34;land;true;plains;8
1276;20;50;236;land;true;plains;7
1277;198;101;99;land;true;plains;2
1278;196;41;222;land;false;plains;8
1279;70;225;122;land;false;forest;2
1280;12;246;204;land;false;mountain;2
1281;24;160;186;land;true;forest;2
1282;82;116;72;land;false;desert;2
1283;31;44;71;land;false;plains;7
1284;233;51;1;land;false;forest;2
1285;148;124;86;land;true;plains;6
1286;27;33;229;land;false;forest;2
1287;126;35;33;land;false;plains;7
1288;59;24;170;land;true;desert;3
1289;89;97;62;land;false;forest;7
1290;157;46;255;land;true;forest;6
1291;149;135;125;land;false;forest;2
1292;192;172;43;land;false;forest;2
1293;127;114;155;land;false;mountain;7
1294;234;146;239;land;false;desert;3
1295;109;7;169;land;true;jungle;6
1296;199;222;216;land;false;plains;6
1297;163;115;216;land;false;forest;2
1298;249;144;140;land;true;forest;6
1299;217;163;41;land;true;desert;3
1300;77;32;17;land;true;forest;2
1301;239;233;33;land;true;desert;4
1302;58;65;186;land;true;plains;2
1303;252;53;59;land;false;desert;3
1304;87;181;254;land;false;desert;3
1305;136;222;93;land;false;plains;7
1306;60;69;106;land;false;forest;2
1307;137;113;101;land;true;plains;6
1308;222;138;45;land;true;forest;5
1309;147;13;247;land;false;desert;3
1310;9;35;202;land;false;forest;2
1311;145;124;143;land;false;forest;2
1312;193;212;107;land;false;forest;2
1313;41;55;107;land;false;plains;8
1314;36;24;254;land;true;desert;3
1315;186;128;236;land;false;forest;2
1316;207;32;59;land;false;forest;2
1317;10;212;59;land;false;desert;4
1318;142;107;199;land;false;forest;2
1319;209;212;92;land;false;forest;2
1320;76;249;208;land;false;desert;3
1321;251;11;149;land;false;plains;7
1322;139;10;91;land;false;desert;4
1323;70;126;188;land;false;desert;4
1324;195;158;100;land;true;plains;2
1325;244;143;116;land;true;forest;2
1326;94;114;199;land;false;forest;2
1327;91;151;156;land;true;forest;5
1328;61;215;190;land;false;forest;2
1329;89;247;96;land;false;desert;3
1330;79;141;53;land;false;forest;2
1331;193;169;53;land;false;plains;7
1332;25;92;17;land;false;jungle;4
1333;109;122;151;land;false;plains;6
1334;212;129;76;land;true;plains;6
1335;165;129;239;land;false;forest;7
1336;200;241;115;land;true;forest;5
1337;196;133;248;land;false;forest;2
1338;117;79;178;land;true;desert;4
1339;135;89;58;land;true;forest;2
1340;145;160;233;land;false;forest;2
1341;233;56;150;land;false;mountain;2
1342;206;212;135;land;false;forest;2
1343;149;126;76;land;false;forest;2
1344;13;32;237;land;false;forest;2
1345;149;51;171;land;false;jungle;4
1346;246;70;240;land;false;plains;7
1347;180;67;108;land;false;plains;3
1348;3;236;53;land;true;plains;6
1349;48;165;4;land;false;desert;4
1350;81;204;25;land;true;desert;4
1351;122;184;249;land;false;jungle;6
1352;168;203;100;land;true;plains;3
1353;230;126;255;land;false;forest;2
1354;51;254;187;land;true;jungle;5
1355;250;217;187;land;false;forest;2
1356;54;76;104;land;true;plains;2
1357;241;252;209;land;false;forest;2
1358;243;102;95;land;true;forest;5
1359;75;177;194;land;false;forest;2
1360;74;139;144;land;true;jungle;5
1361;132;9;82;land;false;forest;2
1362;162;234;236;land;false;forest;2
1363;104;87;142;land;false;plains;7
1364;151;99;137;land;false;forest;2
1365;121;254;206;land;false;forest;2
1366;74;134;9;land;false;forest;2
1367;93;34;31;land;false;forest;2
1368;55;139;27;land;true;desert;3
1369;50;126;19;land;true;forest;6
1370;159;196;35;land;false;plains;6
1371;181;34;62;land;false;forest;2
1372;200;247;195;land;true;forest;2
1373;218;115;50;land;false;plains;8
1374;131;185;103;land;true;plains;8
1375;35;31;204;land;false;marsh;2
1376;245;230;57;land;false;forest;2
1377;208;178;183;land;false;forest;2
1378;231;162;248;land;true;forest;2
1379;156;45;159;land;true;plains;7
1380;237;55;80;land;false;plains;7
1381;134;147;62;land;true;plains;3
1382;65;34;221;land;true;forest;2
1383;99;200;55;land;false;desert;3
1384;67;248;215;land;false;desert;3
1385;203;180;9;land;false;forest;2
1386;253;48;15;land;true;forest;4
1387;40;29;141;land;true;forest;2
1388;141;112;176;land;false;forest;2
1389;160;202;175;land;false;forest;2
1390;239;72;122;land;true;desert;4
1391;109;112;132;land;true;plains;2
1392;124;180;101;land;false;plains;7
1393;66;253;99;land;false;desert;3
1394;46;31;228;land;false;plains;2
1395;233;164;151;land;false;forest;2
1396;188;195;233;land;false;forest;2
1397;35;172;227;land;false;desert;6
1398;42;217;177;land;false;desert;3
1399;88;161;226;land;true;forest;2
1400;247;123;100;land;false;desert;6
1401;124;8;81;land;true;desert;6
1402;136;125;78;land;true;desert;3
1403;41;231;196;land;false;forest;2
1404;67;116;144;land;false;forest;7
1405;127;27;172;land;false;mountain;6
1406;11;226;156;land;false;forest;2
1407;233;214;248;land;false;forest;4
1408;5;116;62;land;false;desert;3
1409;126;167;47;land;true;forest;2
1410;76;7;205;land;false;plains;7
1411;91;208;229;land;false;marsh;2
1412;133;220;46;land;false;desert;4
1413;98;19;196;land;false;forest;4
1414;111;70;44;land;true;forest;7
1415;102;231;218;land;true;desert;4
1416;217;98;125;land;true;plains;8
1417;40;185;211;land;false;forest;2
1418;248;11;9;land;false;plains;7
1419;48;169;34;land;false;plains;6
1420;83;71;144;land;false;desert;3
1421;12;6;55;land;true;desert;3
1422;254;193;5;land;false;plains;8
1423;92;145;74;land;false;forest;2
1424;82;92;206;land;false;desert;3
1425;203;22;81;land;false;desert;3
1426;38;214;75;land;true;plains;3
1427;25;227;18;land;false;desert;3
1428;246;49;100;land;true;plains;8
1429;68;217;194;land;false;plains;8
1430;228;202;121;land;true;desert;4
1431;137;57;41;land;true;forest;2
1432;28;100;229;land;true;plains;2
1433;71;157;119;land;true;plains;7
1434;23;62;138;land;false;forest;2
1435;113;52;125;land;false;plains;7
1436;198;29;155;land;false;forest;2
1437;164;106;248;land;true;desert;6
1438;191;17;4;land;false;desert;2
1439;88;250;243;land;false;jungle;4
1440;10;22;17;land;false;forest;7
1441;124;159;211;land;false;forest;2
1442;216;63;193;land;false;forest;2
1443;7;78;53;land;false;forest;2
1444;250;185;189;land;false;desert;3
1445;10;237;145;land;false;jungle;4
1446;228;217;115;land;true;jungle;5
1447;30;210;39;land;false;marsh;2
1448;235;19;147;land;false;plains;6
1449;49;109;214;land;false;desert;4
1450;57;228;171;land;false;forest;2
1451;66;117;172;land;false;desert;3
1452;235;145;99;land;false;plains;7
1453;184;210;57;land;false;jungle;4
1454;228;140;58;land;false;plains;8
1455;177;165;159;land;true;desert;3
1456;236;199;119;land;false;forest;2
1457;176;139;40;land;false;desert;2
1458;29;159;48;land;true;plains;8
1459;201;119;66;land;true;desert;4
1460;230;185;77;land;false;forest;2
1461;211;70;74;land;false;forest;4
1462;132;213;147;land;true;plains;7
1463;229;49;65;land;false;forest;2
1464;30;114;157;land;false;forest;2
1465;52;124;57;land;true;plains;6
1466;120;223;187;land;false;forest;2
1467;241;145;35;land;false;forest;4
1468;185;49;145;land;true;jungle;4
1469;224;177;207;land;true;desert;3
1470;80;86;168;land;true;plains;7
1471;85;65;128;land;true;jungle;4
1472;70;238;114;land;true;jungle;4
1473;169;144;197;land;false;plains;7
1474;5;26;171;land;false;forest;2
1475;84;205;2;land;false;forest;2
1476;155;213;73;land;false;forest;2
1477;162;25;68;land;false;forest;2
1478;197;132;150;land;false;forest;2
1479;108;186;13;land;false;forest;2
1480;207;156;102;land;true;plains;8
1481;232;181;224;land;true;jungle;4
1482;85;1;77;land;false;forest;2
1483;238;54;114;land;true;plains;7
1484;161;22;127;land;true;plains;8
1485;98;13;163;land;true;forest;2
1486;169;75;44;land;false;forest;2
1487;67;1;205;land;false;forest;2
1488;44;9;120;land;true;plains;2
1489;4;162;56;land;true;jungle;4
1490;105;66;193;land;true;desert;3
1491;109;178;45;land;false;forest;2
1492;8;80;79;land;false;plains;7
1493;168;31;24;land;false;plains;7
1494;95;115;229;land;false;forest;2
1495;12;83;253;land;true;desert;4
1496;74;40;148;land;false;forest;2
1497;228;246;47;land;false;forest;2
1498;226;89;13;land;false;plains;6
1499;177;64;255;land;true;forest;2
1500;247;220;57;land;false;forest;2
1501;46;31;139;land;false;plains;7
1502;24;155;111;land;false;plains;7
1503;134;176;64;land;true;jungle;4
1504;244;52;128;land;false;forest;2
1505;146;218;78;land;false;forest;2
1506;188;206;222;land;true;plains;7
1507;157;91;29;land;false;forest;2
1508;154;72;31;land;false;desert;3
1509;45;10;112;land;false;forest;2
1510;191;214;117;land;false;jungle;4
1511;170;201;222;land;false;forest;2
1512;30;249;120;land;false;forest;2
1513;71;30;111;land;false;forest;2
1514;97;124;235;land;true;plains;8
1515;196;121;178;land;true;jungle;6
1516;156;209;200;land;false;forest;2
1517;48;10;165;land;false;forest;2
1518;67;0;167;land;false;forest;2
1519;229;253;93;land;false;plains;7
1520;205;55;209;land;false;forest;2
1521;91;115;154;land;true;plains;2
1522;1;225;112;land;false;forest;2
1523;148;47;215;land;false;forest;2
1524;252;98;177;land;false;forest;2
1525;210;98;104;land;true;forest;6
1526;239;144;201;land;true;plains;7
1527;119;8;226;land;true;desert;6
1528;135;132;190;land;true;plains;7
1529;158;75;44;land;true;plains;3
1530;242;158;23;land;true;forest;4
1531;98;13;226;land;false;desert;3
1532;63;170;16;land;false;forest;2
1533;176;152;188;land;false;plains;8
1534;61;74;148;land;false;forest;2
1535;149;169;100;land;true;forest;2
1536;82;239;87;land;false;forest;2
1537;43;155;150;land;true;jungle;6
1538;8;25;243;land;true;plains;6
1539;89;2;124;land;false;forest;2
1540;16;223;167;land;false;forest;2
1541;109;128;57;land;false;mountain;2
1542;31;77;159;land;true;plains;7
1543;238;41;242;land;false;mountain;6
1544;10;250;204;land;false;forest;2
1545;81;97;172;land;false;forest;2
1546;17;188;152;land;false;plains;7
1547;210;103;53;land;false;desert;2
1548;204;10;149;land;false;mountain;2
1549;195;20;169;land;true;forest;2
1550;212;30;217;land;false;desert;3
1551;29;130;136;land;true;plains;6
1552;79;60;218;land;false;forest;2
1553;84;32;43;land;false;plains;7
1554;228;217;132;land;true;plains;8
1555;22;32;231;land;true;plains;8
1556;164;144;69;land;true;plains;6
1557;61;81;226;land;true;forest;2
1558;39;249;67;land;true;plains;2
1559;38;146;75;land;false;marsh;2
1560;81;12;39;land;false;desert;6
1561;42;39;33;land;true;desert;4
1562;191;169;9;land;false;mountain;2
1563;32;247;29;land;false;mountain;3
1564;135;90;22;land;false;forest;7
1565;228;31;133;land;false;forest;2
1566;45;115;173;land;false;forest;2
1567;170;82;42;land;false;desert;3
1568;104;39;149;land;false;mountain;2
1569;1;48;11;land;false;forest;2
1570;94;215;137;land;false;plains;8
1571;143;211;73;land;true;forest;2
1572;38;238;170;land;false;plains;7
1573;113;144;241;land;false;plains;7
1574;153;75;52;land;true;desert;3
1575;66;54;10;land;false;forest;2
1576;31;16;73;land;false;plains;7
1577;77;56;120;land;false;jungle;4
1578;184;211;194;land;false;plains;7
1579;67;253;157;land;false;forest;2
1580;76;37;200;land;false;forest;2
1581;227;138;180;land;false;jungle;4
1582;223;169;101;land;true;forest;2
1583;228;243;58;land;true;forest;2
1584;4;49;189;land;false;forest;2
1585;119;88;139;land;false;forest;2
1586;11;66;182;land;true;plains;2
1587;209;10;49;land;true;plains;7
1588;138;38;92;land;false;forest;2
1589;73;234;12;land;false;plains;7
1590;50;200;9;land;true;plains;6
1591;172;141;33;land;true;forest;2
1592;105;145;61;land;true;plains;7
1593;207;35;209;land;false;forest;4
1594;71;226;129;land;true;desert;3
1595;74;69;8;land;true;desert;3
